1,29.391676
2,17.18218
4,32.84645
5,18.888802
6,27.116642
7,27.521631
8,15.311136
10,18.39843
12,21.338093
14,19.920525
15,12.64588
17,30.773512
20,13.01407
21,33.336967
22,36.41326
26,13.858376
27,26.272404
29,23.064014
30,13.155268
33,33.634903
34,24.83415
37,43.89698
45,14.072723
46,13.482781
49,17.754677
51,12.734956
52,13.218329
54,18.05322
55,26.68746
56,28.141151
59,37.80493
60,19.527695
61,40.611813
63,12.1710005
64,19.9324
65,31.63589
66,31.7081
68,21.906004
73,29.301739
74,36.949802
76,12.337689
78,27.329895
81,23.373363
85,30.396072
89,21.265217
90,42.016094
92,34.633003
96,20.446234
97,31.335224
100,27.115692
101,26.872646
102,27.087538
103,32.927998
106,20.661171
107,26.215597
108,14.790298
112,14.936562
113,31.244194
114,15.378132
116,19.427143
120,14.936562
122,27.305433
124,30.489716
126,17.820433
132,26.578579
133,13.981548
134,42.06614
135,26.513197
136,17.645031
137,15.204925
138,18.336899
140,34.54078
141,33.143776
142,12.001114
144,39.574898
145,23.350637
146,16.486403
150,14.511353
153,14.625493
154,20.553844
155,29.733759
156,29.247738
158,22.580011
159,22.586113
162,22.99317
164,40.375572
167,22.201836
168,17.515312
170,15.305188
171,13.77919
173,23.399134
175,32.2819
176,13.749914
179,19.126451
181,16.490961
186,12.2706785
190,33.907692
191,25.797619
194,13.027273
196,26.092468
198,28.364998
199,26.220474
200,19.525143
206,16.190527
210,25.454617
212,31.895086
214,20.179739
215,16.494738
216,21.085556
218,18.085218
219,14.809581
220,20.8381
221,28.015554
223,25.55855
224,12.716309
225,24.584372
229,14.437103
230,13.617789
231,19.101326
232,21.943432
233,40.556313
235,15.103227
236,16.666576
238,19.994207
241,18.347797
245,16.637043
246,20.033672
250,19.851746
253,13.9609785
254,34.082542
259,30.341091
260,33.675983
261,21.326147
263,18.298937
269,13.160808
271,21.502886
274,22.300358
280,29.786877
281,27.607754
282,24.169407
284,27.461872
286,13.9728985
287,25.772882
289,15.823891
293,13.247419
294,27.044699
295,21.439022
296,29.206669
298,25.574505
299,16.413912
302,19.394243
303,14.116134
304,22.191513
308,22.41941
309,21.529829
310,31.195742
312,13.80037
317,27.512743
319,14.973014
320,13.577735
322,40.441635
324,17.953478
326,27.783522
327,29.272764
328,12.209543
330,21.162138
331,16.637043
332,23.225592
334,19.654375
341,14.258763
342,12.207319
346,38.700928
347,18.442839
348,14.790413
350,28.085505
352,29.033165
356,19.208588
357,25.366234
358,30.961502
361,13.974161
362,16.249468
363,23.303219
365,32.884506
369,14.952276
371,25.311083
372,13.796377
374,34.071465
376,31.556921
378,22.55121
379,22.533003
386,37.132973
388,26.72873
389,20.667965
390,24.632864
391,26.361153
392,27.141705
393,29.394619
394,14.593308
397,29.7273
